#### Simulations (10)
# frogger.lives #1
0.0,5.0
28.0,5.0
28.0,4.0
600.000002,4.0
# frogger.lives #2
0.0,5.0
156.0,5.0
156.0,4.0
180.0,4.0
180.0,3.0
600.000002,3.0
# frogger.lives #3
0.0,5.0
585.0,5.0
585.0,4.0
600.000002,4.0
# frogger.lives #4
0.0,5.0
28.0,5.0
28.0,4.0
188.0,4.0
188.0,3.0
600.000002,3.0
# frogger.lives #5
0.0,5.0
316.0,5.0
316.0,4.0
585.0,4.0
585.0,3.0
600.000002,3.0
# frogger.lives #6
0.0,5.0
585.0,5.0
585.0,4.0
600.000002,4.0
# frogger.lives #7
0.0,5.0
156.0,5.0
156.0,4.0
180.0,4.0
180.0,3.0
600.000002,3.0
# frogger.lives #8
0.0,5.0
156.0,5.0
156.0,4.0
180.0,4.0
180.0,3.0
600.000002,3.0
# frogger.lives #9
0.0,5.0
585.0,5.0
585.0,4.0
600.000002,4.0
# frogger.lives #10
0.0,5.0
600.000002,5.0
