#### Simulations (10)
# frogger.level #1
0.0,1.0
498.0,1.0
498.0,2.0
600.000002,2.0
# frogger.level #2
0.0,1.0
594.0,1.0
594.0,2.0
600.000002,2.0
# frogger.level #3
0.0,1.0
500.0,1.0
500.0,2.0
600.000002,2.0
# frogger.level #4
0.0,1.0
498.0,1.0
498.0,2.0
600.000002,2.0
# frogger.level #5
0.0,1.0
414.0,1.0
414.0,2.0
600.000002,2.0
# frogger.level #6
0.0,1.0
422.0,1.0
422.0,2.0
600.000002,2.0
# frogger.level #7
0.0,1.0
398.0,1.0
398.0,2.0
600.000002,2.0
# frogger.level #8
0.0,1.0
398.0,1.0
398.0,2.0
600.000002,2.0
# frogger.level #9
0.0,1.0
472.0,1.0
472.0,2.0
600.000002,2.0
# frogger.level #10
0.0,1.0
398.0,1.0
398.0,2.0
600.000002,2.0
